Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
6359,CA-16358-6358,2022-06-02,2022-06-05,First Class,CG-73684,Customer 758,Corporate,United States,North Carolina City,North Carolina,46467,South,OFF-9458,Furniture,Chairs,Chairs Item 34,2266.49,10,0.1,-101.15
6360,CA-16359-6359,2021-06-08,2021-06-11,First Class,CG-60823,Customer 759,Home Office,United States,Massachusetts City,Massachusetts,84190,East,OFF-2165,Technology,Copiers,Copiers Item 38,2941.91,2,0.4,-752.69
6361,CA-16360-6360,2019-10-28,2019-11-02,Standard Class,CG-62935,Customer 760,Consumer,United States,Connecticut City,Connecticut,94512,East,OFF-4864,Office Supplies,Binders,Binders Item 38,499.35,13,0.2,-45.68
6362,CA-16361-6361,2022-10-04,2022-10-09,Standard Class,CG-91948,Customer 761,Home Office,United States,Arizona City,Arizona,98231,West,OFF-5358,Technology,Copiers,Copiers Item 20,1908.58,1,0.0,587.15
6363,CA-16362-6362,2020-08-11,2020-08-17,Standard Class,CG-63686,Customer 762,Consumer,United States,Georgia City,Georgia,85630,South,OFF-7162,Office Supplies,Envelopes,Envelopes Item 14,465.06,9,0.5,-232.82
6364,CA-16363-6363,2019-06-15,2019-06-20,Standard Class,CG-17548,Customer 763,Corporate,United States,Oregon City,Oregon,84659,West,OFF-6956,Office Supplies,Appliances,Appliances Item 39,1547.44,12,0.2,-105.62
6365,CA-16364-6364,2021-11-30,2021-12-06,Standard Class,CG-79387,Customer 764,Corporate,United States,Virginia City,Virginia,67896,East,OFF-6242,Office Supplies,Binders,Binders Item 7,1455.68,13,0.2,-122.68
6366,CA-16365-6365,2021-06-23,2021-06-28,Standard Class,CG-48947,Customer 765,Home Office,United States,Michigan City,Michigan,13419,Central,OFF-9429,Technology,Copiers,Copiers Item 41,27141.5,11,0.1,819.5
6367,CA-16366-6366,2020-11-18,2020-11-24,Standard Class,CG-61231,Customer 766,Consumer,United States,Wisconsin City,Wisconsin,14495,Central,OFF-5071,Office Supplies,Fasteners,Fasteners Item 49,223.98,5,0.3,-55.48
6368,CA-16367-6367,2021-10-06,2021-10-09,First Class,CG-79977,Customer 767,Consumer,United States,Florida City,Florida,86809,South,OFF-8576,Office Supplies,Binders,Binders Item 1,645.31,11,0.2,9.3
6369,CA-16368-6368,2019-03-09,2019-03-14,Standard Class,CG-34931,Customer 768,Home Office,United States,Missouri City,Missouri,37605,Central,OFF-9281,Office Supplies,Storage,Storage Item 41,249.58,12,0.0,64.45
6370,CA-16369-6369,2019-03-31,2019-04-05,Standard Class,CG-34944,Customer 769,Home Office,United States,Arizona City,Arizona,30729,West,OFF-2561,Technology,Phones,Phones Item 16,5822.76,10,0.1,743.96
6371,CA-16370-6370,2021-06-18,2021-06-21,Second Class,CG-45583,Customer 770,Home Office,United States,Tennessee City,Tennessee,22685,South,OFF-3732,Office Supplies,Binders,Binders Item 22,1073.23,4,0.0,329.91
6372,CA-16371-6371,2019-06-29,2019-07-03,Second Class,CG-79058,Customer 771,Home Office,United States,Louisiana City,Louisiana,51235,South,OFF-6149,Technology,Accessories,Accessories Item 34,1064.13,5,0.4,-524.03
6373,CA-16372-6372,2019-04-29,2019-05-05,Standard Class,CG-65914,Customer 772,Consumer,United States,Colorado City,Colorado,18997,West,OFF-6847,Furniture,Tables,Tables Item 18,851.63,1,0.0,34.8
6374,CA-16373-6373,2021-03-23,2021-03-29,Standard Class,CG-95198,Customer 773,Consumer,United States,Nevada City,Nevada,59456,West,OFF-4257,Technology,Accessories,Accessories Item 15,34456.24,13,0.1,1801.81
6375,CA-16374-6374,2022-05-17,2022-05-22,Standard Class,CG-33913,Customer 774,Consumer,United States,California City,California,35563,West,OFF-5363,Office Supplies,Paper,Paper Item 44,465.71,2,0.0,113.53
6376,CA-16375-6375,2021-03-06,2021-03-08,First Class,CG-38067,Customer 775,Home Office,United States,Arizona City,Arizona,83845,West,OFF-5562,Furniture,Chairs,Chairs Item 17,1120.19,3,0.2,-275.01
6377,CA-16376-6376,2020-03-08,2020-03-14,Standard Class,CG-29324,Customer 776,Home Office,United States,Arizona City,Arizona,53606,West,OFF-3439,Technology,Accessories,Accessories Item 9,11334.38,8,0.0,2218.18
6378,CA-16377-6377,2020-04-28,2020-05-04,Standard Class,CG-34261,Customer 777,Home Office,United States,Nevada City,Nevada,51973,West,OFF-4953,Technology,Accessories,Accessories Item 18,2298.38,3,0.3,-419.71
6379,CA-16378-6378,2022-01-17,2022-01-20,Second Class,CG-33212,Customer 778,Home Office,United States,Pennsylvania City,Pennsylvania,33516,East,OFF-4435,Furniture,Furnishings,Furnishings Item 46,6802.92,11,0.0,1368.8
6380,CA-16379-6379,2019-03-21,2019-03-25,Second Class,CG-25564,Customer 779,Home Office,United States,Illinois City,Illinois,93537,Central,OFF-2119,Office Supplies,Art,Art Item 33,1628.56,8,0.2,-41.63
6381,CA-16380-6380,2022-02-27,2022-03-02,First Class,CG-93738,Customer 780,Corporate,United States,Virginia City,Virginia,78798,East,OFF-1000,Furniture,Chairs,Chairs Item 39,3732.57,5,0.0,393.44
6382,CA-16381-6381,2019-10-11,2019-10-17,Standard Class,CG-78053,Customer 781,Consumer,United States,Michigan City,Michigan,48820,Central,OFF-4620,Office Supplies,Envelopes,Envelopes Item 47,161.91,9,0.0,34.4
6383,CA-16382-6382,2020-02-09,2020-02-15,Standard Class,CG-36910,Customer 782,Home Office,United States,Colorado City,Colorado,75774,West,OFF-4850,Furniture,Furnishings,Furnishings Item 10,5653.96,12,0.2,-1305.12
6384,CA-16383-6383,2020-06-16,2020-06-20,Second Class,CG-50358,Customer 783,Corporate,United States,Mississippi City,Mississippi,19385,South,OFF-9009,Technology,Copiers,Copiers Item 1,9538.91,12,0.0,1903.78
6385,CA-16384-6384,2020-08-06,2020-08-10,Second Class,CG-35521,Customer 784,Home Office,United States,Florida City,Florida,14409,South,OFF-3727,Furniture,Furnishings,Furnishings Item 9,971.29,6,0.4,-489.59
6386,CA-16385-6385,2019-06-30,2019-07-06,Standard Class,CG-81389,Customer 785,Corporate,United States,Massachusetts City,Massachusetts,73325,East,OFF-5854,Furniture,Tables,Tables Item 4,1070.3,9,0.0,117.35
6387,CA-16386-6386,2022-08-24,2022-08-30,Standard Class,CG-39654,Customer 786,Corporate,United States,Indiana City,Indiana,10410,Central,OFF-4300,Technology,Accessories,Accessories Item 12,8799.86,4,0.0,1563.51
6388,CA-16387-6387,2019-01-19,2019-01-24,Standard Class,CG-45473,Customer 787,Consumer,United States,Illinois City,Illinois,89445,Central,OFF-2718,Office Supplies,Art,Art Item 18,1213.81,6,0.0,268.12
6389,CA-16388-6388,2020-08-27,2020-08-30,First Class,CG-78526,Customer 788,Corporate,United States,Nevada City,Nevada,47278,West,OFF-9948,Furniture,Tables,Tables Item 37,2101.3,6,0.2,-303.69
6390,CA-16389-6389,2019-03-17,2019-03-21,Second Class,CG-64438,Customer 789,Corporate,United States,Virginia City,Virginia,40299,East,OFF-1627,Technology,Phones,Phones Item 32,9667.07,12,0.0,2004.83
6391,CA-16390-6390,2022-03-21,2022-03-27,Standard Class,CG-90656,Customer 790,Corporate,United States,Maryland City,Maryland,80798,East,OFF-2547,Office Supplies,Storage,Storage Item 33,403.43,3,0.5,-219.31
6392,CA-16391-6391,2020-12-21,2020-12-25,Second Class,CG-94633,Customer 791,Consumer,United States,Colorado City,Colorado,30919,West,OFF-4095,Office Supplies,Binders,Binders Item 40,1437.41,13,0.5,-663.63
6393,CA-16392-6392,2019-07-14,2019-07-19,Standard Class,CG-12185,Customer 792,Corporate,United States,Arkansas City,Arkansas,98292,South,OFF-7008,Office Supplies,Art,Art Item 35,115.88,2,0.6,-69.95
6394,CA-16393-6393,2022-11-03,2022-11-09,Standard Class,CG-83534,Customer 793,Corporate,United States,California City,California,11577,West,OFF-6474,Technology,Machines,Machines Item 24,9529.61,13,0.2,-1352.32
6395,CA-16394-6394,2021-10-04,2021-10-09,Standard Class,CG-90668,Customer 794,Home Office,United States,Massachusetts City,Massachusetts,48898,East,OFF-2630,Technology,Machines,Machines Item 45,1334.6,1,0.0,244.11
6396,CA-16395-6395,2019-08-17,2019-08-23,Standard Class,CG-71532,Customer 795,Corporate,United States,Nevada City,Nevada,42230,West,OFF-4457,Furniture,Bookcases,Bookcases Item 1,1008.22,1,0.0,153.08
6397,CA-16396-6396,2020-01-30,2020-02-04,Standard Class,CG-88911,Customer 796,Corporate,United States,Maryland City,Maryland,58796,East,OFF-5970,Technology,Machines,Machines Item 38,11981.96,9,0.0,1935.64
6398,CA-16397-6397,2021-10-07,2021-10-10,Second Class,CG-87081,Customer 797,Corporate,United States,Oregon City,Oregon,27678,West,OFF-6470,Technology,Accessories,Accessories Item 11,4283.06,6,0.0,940.13
6399,CA-16398-6398,2019-11-30,2019-12-06,Standard Class,CG-58640,Customer 798,Corporate,United States,Virginia City,Virginia,81933,East,OFF-7371,Technology,Machines,Machines Item 14,3896.28,4,0.0,743.9
6400,CA-16399-6399,2019-09-13,2019-09-18,Standard Class,CG-48585,Customer 799,Home Office,United States,New York City,New York,18099,East,OFF-3417,Furniture,Tables,Tables Item 40,5071.97,10,0.1,-566.81
6401,CA-16400-6400,2022-04-26,2022-04-28,First Class,CG-88884,Customer 0,Consumer,United States,Texas City,Texas,65691,Central,OFF-3237,Office Supplies,Art,Art Item 41,1886.72,12,0.1,194.07
6402,CA-16401-6401,2020-03-30,2020-04-05,Standard Class,CG-45752,Customer 1,Home Office,United States,Connecticut City,Connecticut,57017,East,OFF-8310,Office Supplies,Labels,Labels Item 16,324.67,5,0.0,81.43
6403,CA-16402-6402,2021-04-01,2021-04-07,Standard Class,CG-33048,Customer 2,Consumer,United States,Wisconsin City,Wisconsin,66566,Central,OFF-1199,Furniture,Bookcases,Bookcases Item 44,13554.04,13,0.2,-2738.38
6404,CA-16403-6403,2020-03-01,2020-03-04,First Class,CG-11308,Customer 3,Corporate,United States,Pennsylvania City,Pennsylvania,55060,East,OFF-5358,Furniture,Chairs,Chairs Item 11,8959.47,10,0.2,-1599.91
6405,CA-16404-6404,2021-04-05,2021-04-11,Standard Class,CG-70791,Customer 4,Consumer,United States,Georgia City,Georgia,61969,South,OFF-8083,Technology,Machines,Machines Item 26,8156.94,12,0.1,602.56
6406,CA-16405-6405,2022-03-12,2022-03-17,Standard Class,CG-46959,Customer 5,Consumer,United States,New Jersey City,New Jersey,15484,East,OFF-8956,Office Supplies,Storage,Storage Item 42,2295.73,10,0.2,-20.18
6407,CA-16406-6406,2019-03-15,2019-03-21,Standard Class,CG-43232,Customer 6,Corporate,United States,New Jersey City,New Jersey,80341,East,OFF-3769,Furniture,Tables,Tables Item 43,7919.31,6,0.1,-193.79
6408,CA-16407-6407,2021-11-05,2021-11-11,Standard Class,CG-24850,Customer 7,Corporate,United States,Ohio City,Ohio,84993,East,OFF-2963,Furniture,Bookcases,Bookcases Item 9,1147.62,4,0.3,-501.89
6409,CA-16408-6408,2020-02-22,2020-02-25,First Class,CG-85240,Customer 8,Home Office,United States,Tennessee City,Tennessee,39758,South,OFF-9136,Furniture,Bookcases,Bookcases Item 34,2616.07,3,0.0,280.8
6410,CA-16409-6409,2019-10-11,2019-10-14,First Class,CG-42879,Customer 9,Home Office,United States,Mississippi City,Mississippi,53266,South,OFF-8597,Furniture,Chairs,Chairs Item 24,1561.16,5,0.0,85.73
6411,CA-16410-6410,2020-11-02,2020-11-07,Standard Class,CG-22101,Customer 10,Corporate,United States,California City,California,23651,West,OFF-4221,Furniture,Chairs,Chairs Item 26,2663.34,10,0.5,-1838.02
6412,CA-16411-6411,2019-05-27,2019-06-01,Standard Class,CG-23982,Customer 11,Consumer,United States,Idaho City,Idaho,49949,West,OFF-3270,Technology,Phones,Phones Item 38,5425.46,3,0.0,1237.36
6413,CA-16412-6412,2020-04-14,2020-04-19,Standard Class,CG-36620,Customer 12,Corporate,United States,Arkansas City,Arkansas,63035,South,OFF-7335,Furniture,Furnishings,Furnishings Item 1,5651.45,7,0.2,-978.05
6414,CA-16413-6413,2020-03-26,2020-03-29,First Class,CG-44764,Customer 13,Corporate,United States,Virginia City,Virginia,37950,East,OFF-9992,Furniture,Furnishings,Furnishings Item 47,1426.01,2,0.1,-24.97
6415,CA-16414-6414,2020-10-13,2020-10-19,Standard Class,CG-24840,Customer 14,Consumer,United States,Arkansas City,Arkansas,74838,South,OFF-5363,Technology,Copiers,Copiers Item 34,7698.55,12,0.6,-5123.28
6416,CA-16415-6415,2019-01-07,2019-01-08,Same Day,CG-96878,Customer 15,Home Office,United States,North Carolina City,North Carolina,61987,South,OFF-2470,Technology,Machines,Machines Item 23,4111.54,8,0.2,-513.35
6417,CA-16416-6416,2021-04-26,2021-05-01,Standard Class,CG-91261,Customer 16,Corporate,United States,Pennsylvania City,Pennsylvania,32176,East,OFF-2985,Technology,Accessories,Accessories Item 47,6421.25,12,0.0,1484.4
6418,CA-16417-6417,2020-05-21,2020-05-26,Standard Class,CG-68716,Customer 17,Home Office,United States,Indiana City,Indiana,17568,Central,OFF-4473,Office Supplies,Art,Art Item 14,2357.22,10,0.0,617.85
6419,CA-16418-6418,2022-05-08,2022-05-11,Second Class,CG-24537,Customer 18,Consumer,United States,Virginia City,Virginia,70520,East,OFF-1173,Office Supplies,Fasteners,Fasteners Item 49,1315.08,9,0.1,57.99
6420,CA-16419-6419,2022-06-13,2022-06-17,Second Class,CG-42955,Customer 19,Consumer,United States,Minnesota City,Minnesota,76718,Central,OFF-5397,Technology,Phones,Phones Item 3,3422.3,5,0.2,-446.22
6421,CA-16420-6420,2022-12-10,2022-12-13,First Class,CG-58859,Customer 20,Corporate,United States,Missouri City,Missouri,42706,Central,OFF-2001,Furniture,Tables,Tables Item 48,4411.75,4,0.2,-724.23
6422,CA-16421-6421,2019-11-15,2019-11-20,Standard Class,CG-42394,Customer 21,Home Office,United States,Georgia City,Georgia,67394,South,OFF-1992,Furniture,Bookcases,Bookcases Item 43,4382.09,10,0.0,346.84
6423,CA-16422-6422,2020-01-30,2020-02-05,Standard Class,CG-48603,Customer 22,Corporate,United States,Maryland City,Maryland,94591,East,OFF-3128,Furniture,Chairs,Chairs Item 32,1098.27,5,0.3,-333.48
6424,CA-16423-6423,2022-04-07,2022-04-12,Standard Class,CG-40053,Customer 23,Consumer,United States,Idaho City,Idaho,99809,West,OFF-2485,Office Supplies,Paper,Paper Item 13,786.25,11,0.1,92.78
6425,CA-16424-6424,2019-12-27,2020-01-02,Standard Class,CG-86745,Customer 24,Corporate,United States,Nebraska City,Nebraska,42317,Central,OFF-2597,Technology,Accessories,Accessories Item 11,2019.16,7,0.2,-219.67
6426,CA-16425-6425,2020-07-27,2020-08-02,Standard Class,CG-70495,Customer 25,Consumer,United States,Illinois City,Illinois,90211,Central,OFF-7218,Technology,Accessories,Accessories Item 32,3744.85,5,0.3,-967.1
6427,CA-16426-6426,2021-07-07,2021-07-08,Same Day,CG-79034,Customer 26,Corporate,United States,Arkansas City,Arkansas,36582,South,OFF-9653,Technology,Copiers,Copiers Item 49,1411.05,11,0.1,145.13
6428,CA-16427-6427,2021-02-23,2021-02-25,First Class,CG-98438,Customer 27,Corporate,United States,Indiana City,Indiana,82050,Central,OFF-9696,Office Supplies,Storage,Storage Item 27,440.3,13,0.0,119.89
6429,CA-16428-6428,2022-07-08,2022-07-14,Standard Class,CG-47197,Customer 28,Corporate,United States,Washington City,Washington,13955,West,OFF-4411,Technology,Accessories,Accessories Item 26,10862.5,6,0.3,-2600.36
6430,CA-16429-6429,2022-09-16,2022-09-20,Second Class,CG-95276,Customer 29,Home Office,United States,Utah City,Utah,67945,West,OFF-8495,Furniture,Bookcases,Bookcases Item 30,5759.03,6,0.0,402.88
6431,CA-16430-6430,2020-08-29,2020-09-02,Second Class,CG-41398,Customer 30,Consumer,United States,Maryland City,Maryland,38692,East,OFF-7493,Office Supplies,Storage,Storage Item 42,947.6,9,0.4,-355.44
6432,CA-16431-6431,2019-02-11,2019-02-15,Second Class,CG-60414,Customer 31,Consumer,United States,Ohio City,Ohio,40442,East,OFF-8436,Technology,Phones,Phones Item 31,3114.76,11,0.0,576.51
6433,CA-16432-6432,2019-02-18,2019-02-24,Standard Class,CG-10534,Customer 32,Home Office,United States,Nevada City,Nevada,86076,West,OFF-4074,Technology,Copiers,Copiers Item 21,6180.0,4,0.0,1480.66
6434,CA-16433-6433,2021-03-31,2021-04-02,First Class,CG-77493,Customer 33,Consumer,United States,Mississippi City,Mississippi,48170,South,OFF-6193,Technology,Copiers,Copiers Item 40,1318.25,5,0.3,-218.95
6435,CA-16434-6434,2022-02-25,2022-03-03,Standard Class,CG-79681,Customer 34,Home Office,United States,Louisiana City,Louisiana,92765,South,OFF-1520,Technology,Machines,Machines Item 24,6806.55,11,0.1,242.01
6436,CA-16435-6435,2022-04-06,2022-04-12,Standard Class,CG-70155,Customer 35,Home Office,United States,Oregon City,Oregon,50997,West,OFF-2205,Furniture,Furnishings,Furnishings Item 6,5710.6,5,0.2,-674.35
6437,CA-16436-6436,2021-05-29,2021-06-04,Standard Class,CG-86608,Customer 36,Home Office,United States,Utah City,Utah,57288,West,OFF-5123,Furniture,Bookcases,Bookcases Item 7,5091.3,10,0.0,534.14
6438,CA-16437-6437,2022-10-14,2022-10-20,Standard Class,CG-53617,Customer 37,Corporate,United States,Massachusetts City,Massachusetts,65505,East,OFF-5233,Office Supplies,Paper,Paper Item 2,728.59,4,0.3,-141.05
6439,CA-16438-6438,2021-05-07,2021-05-13,Standard Class,CG-62699,Customer 38,Consumer,United States,Indiana City,Indiana,70345,Central,OFF-7979,Furniture,Chairs,Chairs Item 37,4544.59,4,0.0,677.61
6440,CA-16439-6439,2020-04-18,2020-04-23,Standard Class,CG-37644,Customer 39,Corporate,United States,Oregon City,Oregon,53031,West,OFF-2393,Technology,Machines,Machines Item 2,67.14,1,0.3,-19.79
6441,CA-16440-6440,2021-12-17,2021-12-20,First Class,CG-92909,Customer 40,Home Office,United States,Louisiana City,Louisiana,18081,South,OFF-2399,Technology,Phones,Phones Item 5,2775.37,10,0.5,-1800.75
6442,CA-16441-6441,2022-06-06,2022-06-11,Standard Class,CG-30913,Customer 41,Corporate,United States,Ohio City,Ohio,87045,East,OFF-3476,Office Supplies,Storage,Storage Item 7,1427.61,10,0.0,415.61
6443,CA-16442-6442,2020-01-04,2020-01-07,Second Class,CG-85769,Customer 42,Corporate,United States,Mississippi City,Mississippi,23332,South,OFF-9789,Furniture,Furnishings,Furnishings Item 33,373.5,1,0.2,-68.47
6444,CA-16443-6443,2022-01-22,2022-01-28,Standard Class,CG-37044,Customer 43,Corporate,United States,Oregon City,Oregon,49066,West,OFF-5959,Furniture,Furnishings,Furnishings Item 46,891.97,4,0.2,-151.28
6445,CA-16444-6444,2020-02-20,2020-02-26,Standard Class,CG-61403,Customer 44,Consumer,United States,Maryland City,Maryland,24585,East,OFF-8353,Furniture,Tables,Tables Item 33,12529.61,12,0.3,-2752.57
6446,CA-16445-6445,2021-01-07,2021-01-13,Standard Class,CG-60981,Customer 45,Consumer,United States,Florida City,Florida,95530,South,OFF-6493,Technology,Copiers,Copiers Item 22,824.7,1,0.0,176.62
6447,CA-16446-6446,2019-06-27,2019-07-02,Standard Class,CG-34739,Customer 46,Home Office,United States,Ohio City,Ohio,45501,East,OFF-9041,Office Supplies,Appliances,Appliances Item 10,247.5,3,0.0,50.14
6448,CA-16447-6447,2019-04-16,2019-04-22,Standard Class,CG-86880,Customer 47,Corporate,United States,Wisconsin City,Wisconsin,78288,Central,OFF-4046,Technology,Phones,Phones Item 8,31344.94,12,0.1,3787.48
6449,CA-16448-6448,2022-04-29,2022-05-02,Second Class,CG-49675,Customer 48,Home Office,United States,Arizona City,Arizona,11376,West,OFF-2145,Technology,Accessories,Accessories Item 31,3897.68,3,0.0,911.01
6450,CA-16449-6449,2021-07-14,2021-07-17,First Class,CG-54467,Customer 49,Corporate,United States,Louisiana City,Louisiana,96444,South,OFF-6899,Office Supplies,Art,Art Item 32,1751.12,11,0.0,425.08
6451,CA-16450-6450,2020-01-15,2020-01-20,Standard Class,CG-72731,Customer 50,Consumer,United States,Texas City,Texas,35605,Central,OFF-1467,Office Supplies,Appliances,Appliances Item 42,134.63,12,0.1,6.14
6452,CA-16451-6451,2020-07-21,2020-07-26,Standard Class,CG-42567,Customer 51,Home Office,United States,Tennessee City,Tennessee,22918,South,OFF-7587,Office Supplies,Binders,Binders Item 37,1371.0,5,0.0,308.52
6453,CA-16452-6452,2021-01-01,2021-01-05,Second Class,CG-61342,Customer 52,Consumer,United States,Arizona City,Arizona,87564,West,OFF-4415,Furniture,Furnishings,Furnishings Item 33,445.44,4,0.2,-84.35
6454,CA-16453-6453,2019-06-22,2019-06-28,Standard Class,CG-10496,Customer 53,Consumer,United States,Ohio City,Ohio,34380,East,OFF-8556,Furniture,Furnishings,Furnishings Item 13,15158.81,13,0.2,-3235.65
6455,CA-16454-6454,2021-10-19,2021-10-25,Standard Class,CG-63333,Customer 54,Home Office,United States,Colorado City,Colorado,74363,West,OFF-9895,Office Supplies,Appliances,Appliances Item 4,3213.16,13,0.1,437.02
6456,CA-16455-6455,2022-02-13,2022-02-18,Standard Class,CG-43352,Customer 55,Home Office,United States,Maryland City,Maryland,46326,East,OFF-5814,Technology,Machines,Machines Item 16,17461.28,11,0.3,-3595.98
6457,CA-16456-6456,2021-11-19,2021-11-24,Standard Class,CG-72132,Customer 56,Corporate,United States,North Carolina City,North Carolina,53614,South,OFF-5055,Furniture,Furnishings,Furnishings Item 17,5692.44,13,0.0,969.64
6458,CA-16457-6457,2022-08-21,2022-08-23,First Class,CG-26274,Customer 57,Corporate,United States,New Jersey City,New Jersey,76424,East,OFF-6418,Office Supplies,Envelopes,Envelopes Item 38,706.09,9,0.2,-38.02
6459,CA-16458-6458,2019-02-18,2019-02-24,Standard Class,CG-42195,Customer 58,Consumer,United States,Mississippi City,Mississippi,47208,South,OFF-7479,Furniture,Chairs,Chairs Item 10,2024.61,4,0.5,-1289.98
6460,CA-16459-6459,2021-04-25,2021-04-27,First Class,CG-70921,Customer 59,Home Office,United States,New Jersey City,New Jersey,81430,East,OFF-3650,Furniture,Chairs,Chairs Item 8,3295.62,4,0.3,-1349.04
6461,CA-16460-6460,2019-05-12,2019-05-17,Standard Class,CG-98777,Customer 60,Home Office,United States,Maryland City,Maryland,65464,East,OFF-9996,Office Supplies,Storage,Storage Item 46,39.44,1,0.0,10.64
6462,CA-16461-6461,2021-03-27,2021-03-30,First Class,CG-65464,Customer 61,Corporate,United States,Virginia City,Virginia,77025,East,OFF-2752,Technology,Copiers,Copiers Item 44,14244.87,5,0.0,3111.23
6463,CA-16462-6462,2022-08-26,2022-08-31,Standard Class,CG-88163,Customer 62,Corporate,United States,Massachusetts City,Massachusetts,13629,East,OFF-6584,Furniture,Furnishings,Furnishings Item 46,8511.97,10,0.1,-940.91
6464,CA-16463-6463,2022-02-20,2022-02-23,First Class,CG-46414,Customer 63,Corporate,United States,Georgia City,Georgia,44408,South,OFF-1973,Office Supplies,Labels,Labels Item 45,589.97,6,0.3,-74.68
6465,CA-16464-6464,2021-06-12,2021-06-15,Second Class,CG-76870,Customer 64,Home Office,United States,Ohio City,Ohio,37708,East,OFF-8781,Technology,Accessories,Accessories Item 19,6570.31,8,0.2,-348.22
6466,CA-16465-6465,2019-01-06,2019-01-11,Standard Class,CG-93123,Customer 65,Corporate,United States,Alabama City,Alabama,50301,South,OFF-2041,Furniture,Bookcases,Bookcases Item 6,6606.78,10,0.1,-37.7
6467,CA-16466-6466,2022-06-12,2022-06-14,First Class,CG-40272,Customer 66,Consumer,United States,New Jersey City,New Jersey,60535,East,OFF-1991,Furniture,Tables,Tables Item 15,8469.56,11,0.0,1364.6
6468,CA-16467-6467,2020-09-14,2020-09-19,Standard Class,CG-35139,Customer 67,Corporate,United States,Alabama City,Alabama,57366,South,OFF-7254,Technology,Machines,Machines Item 27,4788.8,7,0.1,555.49
6469,CA-16468-6468,2022-05-20,2022-05-25,Standard Class,CG-71752,Customer 68,Home Office,United States,Oregon City,Oregon,79483,West,OFF-6920,Technology,Phones,Phones Item 14,2933.46,1,0.0,512.05
6470,CA-16469-6469,2021-09-13,2021-09-19,Standard Class,CG-82847,Customer 69,Consumer,United States,Missouri City,Missouri,28317,Central,OFF-6822,Office Supplies,Binders,Binders Item 3,1199.08,6,0.0,247.16
6471,CA-16470-6470,2021-06-04,2021-06-07,First Class,CG-15179,Customer 70,Consumer,United States,Montana City,Montana,35234,West,OFF-6562,Technology,Accessories,Accessories Item 42,307.72,2,0.0,51.61
6472,CA-16471-6471,2022-07-14,2022-07-16,First Class,CG-83902,Customer 71,Home Office,United States,Oregon City,Oregon,60838,West,OFF-2295,Office Supplies,Appliances,Appliances Item 14,850.59,3,0.0,249.35
6473,CA-16472-6472,2022-11-17,2022-11-22,Standard Class,CG-31425,Customer 72,Consumer,United States,North Carolina City,North Carolina,56652,South,OFF-3192,Office Supplies,Art,Art Item 15,1425.09,12,0.3,-223.26
6474,CA-16473-6473,2019-01-25,2019-01-28,First Class,CG-10654,Customer 73,Home Office,United States,Virginia City,Virginia,62012,East,OFF-9556,Technology,Accessories,Accessories Item 41,8431.26,3,0.0,880.74
6475,CA-16474-6474,2019-05-16,2019-05-22,Standard Class,CG-23528,Customer 74,Corporate,United States,Pennsylvania City,Pennsylvania,74381,East,OFF-8561,Furniture,Tables,Tables Item 31,1983.72,6,0.6,-1561.57
6476,CA-16475-6475,2019-12-30,2020-01-04,Standard Class,CG-72369,Customer 75,Consumer,United States,Wisconsin City,Wisconsin,99066,Central,OFF-9181,Office Supplies,Labels,Labels Item 38,527.01,2,0.1,76.35
6477,CA-16476-6476,2021-03-23,2021-03-27,Second Class,CG-58270,Customer 76,Consumer,United States,Mississippi City,Mississippi,80858,South,OFF-7026,Furniture,Tables,Tables Item 27,2496.76,2,0.0,350.56
6478,CA-16477-6477,2022-10-17,2022-10-22,Standard Class,CG-45452,Customer 77,Consumer,United States,Missouri City,Missouri,66744,Central,OFF-3803,Office Supplies,Labels,Labels Item 13,372.12,2,0.3,-65.56
6479,CA-16478-6478,2022-03-16,2022-03-22,Standard Class,CG-60839,Customer 78,Home Office,United States,Kansas City,Kansas,98642,Central,OFF-9268,Office Supplies,Labels,Labels Item 2,2061.59,7,0.0,595.45
6480,CA-16479-6479,2022-07-26,2022-07-29,Second Class,CG-40989,Customer 79,Corporate,United States,Idaho City,Idaho,28900,West,OFF-2873,Technology,Accessories,Accessories Item 46,3731.67,2,0.2,-122.03
6481,CA-16480-6480,2020-07-20,2020-07-24,Second Class,CG-55145,Customer 80,Home Office,United States,California City,California,60515,West,OFF-9257,Office Supplies,Storage,Storage Item 33,974.15,6,0.0,182.59
6482,CA-16481-6481,2019-03-01,2019-03-02,Same Day,CG-53316,Customer 81,Home Office,United States,California City,California,32200,West,OFF-2718,Furniture,Bookcases,Bookcases Item 11,4903.58,6,0.3,-2234.97
6483,CA-16482-6482,2020-11-07,2020-11-10,Second Class,CG-39621,Customer 82,Home Office,United States,Montana City,Montana,86535,West,OFF-8869,Office Supplies,Labels,Labels Item 2,1279.67,8,0.0,346.19
6484,CA-16483-6483,2022-03-14,2022-03-20,Standard Class,CG-31706,Customer 83,Consumer,United States,Idaho City,Idaho,34061,West,OFF-8927,Technology,Accessories,Accessories Item 39,1713.6,7,0.2,-165.11
6485,CA-16484-6484,2022-08-24,2022-08-25,Same Day,CG-64658,Customer 84,Corporate,United States,Florida City,Florida,49084,South,OFF-3137,Office Supplies,Paper,Paper Item 41,898.59,12,0.1,79.87
